word,coefficient,abs_coefficient
review,0.0322588082564661,0.0322588082564661
trade policies,0.031971240074489364,0.031971240074489364
identify,0.03195100233061397,0.03195100233061397
advertising,0.03183788792125016,0.03183788792125016
business economic,0.03152992534615903,0.03152992534615903
subject,0.03146071148426469,0.03146071148426469
level,0.031365439508916994,0.031365439508916994
factors discussed,0.03127155975599849,0.03127155975599849
impact results,0.031102618667946426,0.031102618667946426
54 54,0.031092111103986592,0.031092111103986592
imports,0.031063211486900975,0.031063211486900975
financial conditions,0.03073458238574997,0.03073458238574997
rights,0.030685820008524354,0.030685820008524354
regions,0.030642347637492507,0.030642347637492507
entitled,0.030604251487457736,0.030604251487457736
threat,0.030531409628306274,0.030531409628306274
continued,0.03051123064958792,0.03051123064958792
detailed,0.03043428966272513,0.03043428966272513
risks business,0.030363506604306274,0.030363506604306274
armed,0.030349343236616155,0.030349343236616155
real,0.030309185832416576,0.030309185832416576
combination,0.03020579502765255,0.03020579502765255
imported,0.030189546558481554,0.030189546558481554
impacts,0.029899812325677063,0.029899812325677063
end customers,0.0297591051312361,0.0297591051312361
preferences,0.029667453054557386,0.029667453054557386
structure,0.02966710132645887,0.02966710132645887
app,0.02945821913372955,0.02945821913372955
issued,0.02937719981760851,0.02937719981760851
company business,0.029370193389302492,0.029370193389302492
information set,0.029282498148904938,0.029282498148904938
security,0.029189710459853947,0.029189710459853947
operations business,0.029081879519020994,0.029081879519020994
realize,0.02901624600156162,0.02901624600156162
quarter,0.028846382690722035,0.028846382690722035
risk factor,0.02864065724319798,0.02864065724319798
factors risk,0.028458784861396837,0.028458784861396837
contract,0.028311058763300978,0.028311058763300978
shortages,0.02810200703486017,0.02810200703486017
minimum,0.02802628660349063,0.02802628660349063
annual report,0.027983877957963872,0.027983877957963872
fiscal quarter,0.02797989778000383,0.02797989778000383
2024 form,0.02794199423395801,0.02794199423395801
performance,0.02749519814746438,0.02749519814746438
medicare,0.027216889823459586,0.027216889823459586
used,0.026999666529999,0.026999666529999
privacy,0.026859366574768687,0.026859366574768687
ended march,0.02678081036569951,0.02678081036569951
65 65,0.026678838618269852,0.026678838618269852
months ended,0.026640366627712766,0.026640366627712766
senior,0.02659945554032234,0.02659945554032234
holdings,0.026525719456860723,0.026525719456860723
strategic acquisitions,0.02649743022500467,0.02649743022500467
company annual,0.026326464090162406,0.026326464090162406
impairment,0.02626755536565779,0.02626755536565779
2021 form,0.026112484569141493,0.026112484569141493
17,0.02600964309778367,0.02600964309778367
infrastructure,0.02597042199308024,0.02597042199308024
number,0.02595994207132963,0.02595994207132963
ownership,0.02589715346752783,0.02589715346752783
fiscal 2023,0.0258248960786546,0.0258248960786546
challenges,0.02579710036532627,0.02579710036532627
income loss,0.025704174350731843,0.025704174350731843
taken,0.025684717555675588,0.025684717555675588
42,0.02558092935441628,0.02558092935441628
events,0.02556427661482504,0.02556427661482504
risky,0.02554542976841867,0.02554542976841867
corporate,0.02552979597422315,0.02552979597422315
material adverse,0.025510850323064285,0.025510850323064285
fail,0.02549566781238702,0.02549566781238702
affect operations,0.02540308365028915,0.02540308365028915
commodity,0.025399329508371992,0.025399329508371992
adversely impact,0.025398405984504265,0.025398405984504265
foregoing,0.025386210304338165,0.025386210304338165
uncertainty,0.025287901853375774,0.025287901853375774
present,0.025201349997991063,0.025201349997991063
new,0.024985394879301376,0.024985394879301376
74,0.02482209945814975,0.02482209945814975
shares common,0.02481932921618041,0.02481932921618041
factor,0.02455525468776974,0.02455525468776974
delivery,0.02448110749377118,0.02448110749377118
inventory,0.024460714797801677,0.024460714797801677
43 43,0.02444811983884008,0.02444811983884008
30 2022,0.024380867750533025,0.024380867750533025
operate,0.0243808653967806,0.0243808653967806
price stock,0.024239269100406913,0.024239269100406913
factors described,0.02415119128111911,0.02415119128111911
market price,0.024143258577307456,0.024143258577307456
extent,0.02411686103058102,0.02411686103058102
possibility,0.023906889654226684,0.023906889654226684
operation,0.023873463065076875,0.023873463065076875
steps,0.023773575837793593,0.023773575837793593
implement,0.023722614809507145,0.023722614809507145
requirements,0.023717201376904844,0.023717201376904844
conflict,0.023669031152055497,0.023669031152055497
50 50,0.023667500355838388,0.023667500355838388
maintain,0.02363675586581805,0.02363675586581805
subsequent,0.023626412870022245,0.023626412870022245
dividend,0.023593260130715346,0.023593260130715346
43,0.023542074522290936,0.023542074522290936
ai technologies,0.023410686728088465,0.023410686728088465
55 55,0.02338965742971331,0.02338965742971331
success,0.023298402745532718,0.023298402745532718
divert,0.023294780837038384,0.023294780837038384
gaming,0.023152038257480054,0.023152038257480054
defined,0.023073287498326763,0.023073287498326763
divestiture,0.022927991544147337,0.022927991544147337
significantly,0.022926450578135228,0.022926450578135228
incur,0.022915703693137432,0.022915703693137432
silicon,0.022839386961131372,0.022839386961131372
assurance,0.022712720253788093,0.022712720253788093
personal,0.022700747247965045,0.022700747247965045
joint,0.02269175454908789,0.02269175454908789
forth report,0.02268300428179961,0.02268300428179961
final,0.022675615170799242,0.022675615170799242
increased costs,0.022642297049511158,0.022642297049511158
wide,0.02262734012566172,0.02262734012566172
securities,0.022619704596786246,0.022619704596786246
near,0.022604873806342775,0.022604873806342775
systems,0.022601605386492918,0.022601605386492918
belarus,0.0225138959067976,0.0225138959067976
efforts,0.02244055988672156,0.02244055988672156
manner,0.02242558325210592,0.02242558325210592
disruption,0.022300437331348053,0.022300437331348053
business financial,0.022198324741212788,0.022198324741212788
term,0.022196421888186203,0.022196421888186203
credit,0.022149138593536278,0.022149138593536278
2023,0.022071050334332144,0.022071050334332144
portfolio,0.022049756628640692,0.022049756628640692
operations subject,0.02202956992814257,0.02202956992814257
material changes,0.022019144862895853,0.022019144862895853
compliance,0.02195857237394258,0.02195857237394258
march,0.02182859137132657,0.02182859137132657
factors previously,0.021801189140712548,0.021801189140712548
require,0.021639897856847883,0.021639897856847883
near term,0.02159830920638415,0.02159830920638415
joint venture,0.021570257017079236,0.021570257017079236
short term,0.021565248128113158,0.021565248128113158
directly,0.02151951093817252,0.02151951093817252
updates,0.021487559170449772,0.021487559170449772
includes,0.021447769887260826,0.021447769887260826
adversely impacted,0.0213992693855328,0.0213992693855328
attempt,0.02136601460257004,0.02136601460257004
factors materially,0.02128780913037753,0.02128780913037753
issue,0.02121694005565294,0.02121694005565294
35,0.021198812469465603,0.021198812469465603
international business,0.021175365691727028,0.021175365691727028
reputation,0.02116816553660042,0.02116816553660042
reliance,0.02115467173472561,0.02115467173472561
office,0.021148302944699635,0.021148302944699635
relationships customers,0.02110831790504839,0.02110831790504839
timely,0.021093878006174443,0.021093878006174443
section titled,0.02102755844957927,0.02102755844957927
russia ukraine,0.02100561767899266,0.02100561767899266
state,0.021005590088462516,0.021005590088462516
lawsuit,0.02100439771064831,0.02100439771064831
customers,0.02089409661020337,0.02089409661020337
adversely,0.020855168891874668,0.020855168891874668
result additional,0.020837434725273437,0.020837434725273437
business opportunities,0.02077557535097284,0.02077557535097284
terminated,0.020775364494655425,0.020775364494655425
consequences,0.02077301619112487,0.02077301619112487
various factors,0.020764239782123883,0.020764239782123883
execute,0.02075184195318923,0.02075184195318923
sellers,0.020699880096336342,0.020699880096336342
72,0.020632185326731636,0.020632185326731636
implementation,0.02061440850489693,0.02061440850489693
cryptocurrency,0.020591402532517802,0.020591402532517802
report carefully,0.020566273300537126,0.020566273300537126
factors annual,0.020546693016134848,0.020546693016134848
modules,0.020525543317458393,0.020525543317458393
having,0.020516466536786133,0.020516466536786133
short,0.020498276347718395,0.020498276347718395
consider risk,0.020443140038354162,0.020443140038354162
received,0.020413792218034025,0.020413792218034025
international trade,0.020211428849645864,0.020211428849645864
partner,0.02019048189227106,0.02019048189227106
generation,0.020140914892570503,0.020140914892570503
place,0.020107115819245465,0.020107115819245465
order,0.020081630452219182,0.020081630452219182
material,0.020008009194584345,0.020008009194584345
business including,0.019991432631078797,0.019991432631078797
2025,0.019990438063648978,0.019990438063648978
working,0.019873900763821343,0.019873900763821343
principal,0.01986862133878658,0.01986862133878658
end,0.01982804921460809,0.01982804921460809
crises,0.019821487646552872,0.019821487646552872
maintaining,0.01980986368375233,0.01980986368375233
additional information,0.019805342695672426,0.019805342695672426
conditions including,0.0197773873382241,0.0197773873382241
federal,0.01971222264675596,0.01971222264675596
dpf,0.019698787165833745,0.019698787165833745
annual,0.01969736146256102,0.01969736146256102
defaults,0.01967814054737447,0.01967814054737447
special,0.019590099236259116,0.019590099236259116
existence,0.019495496817336224,0.019495496817336224
listing,0.019450328993991486,0.019450328993991486
deliveries,0.01944332381113746,0.01944332381113746
cover,0.019353827873555475,0.019353827873555475
goods,0.019321337609208282,0.019321337609208282
incur additional,0.01930002303361211,0.01930002303361211
unrest,0.0192765426810685,0.0192765426810685
targeting,0.019266550314683988,0.019266550314683988
affect company,0.01916198144193472,0.01916198144193472
complete,0.019148354234516662,0.019148354234516662
select,0.019097193394195546,0.019097193394195546
billion,0.019077416714238384,0.019077416714238384
business risks,0.019052346519686108,0.019052346519686108
30 2024,0.018996168063943972,0.018996168063943972
adversely affect,0.01896531239690769,0.01896531239690769
47 47,0.018903211494102623,0.018903211494102623
indirectly,0.01887657753118094,0.01887657753118094
prescription,0.01886938237121123,0.01886938237121123
circumstances,0.018852558526718882,0.018852558526718882
63,0.0187991084997688,0.0187991084997688
reviews,0.018763661242380162,0.018763661242380162
relationships,0.018761025899535672,0.018761025899535672
negatively,0.01873601889008929,0.01873601889008929
operate business,0.018635037647271334,0.018635037647271334
fully,0.018574886652004356,0.018574886652004356
programs,0.018541679418433987,0.018541679418433987
periodic,0.018536195359347075,0.018536195359347075
duty,0.01844619757563715,0.01844619757563715
uncertainties including,0.018416888911407202,0.018416888911407202
comply,0.018314774566823875,0.018314774566823875
remain,0.018312570028956865,0.018312570028956865
law,0.018307993752298492,0.018307993752298492
reference,0.018270666513763516,0.018270666513763516
aware,0.018243967328032802,0.018243967328032802
gains,0.018224699590504004,0.018224699590504004
consolidated,0.01817897990263442,0.01817897990263442
principal executive,0.018176688778553926,0.018176688778553926
nyse,0.018153789189136255,0.018153789189136255
customers ability,0.018129949384286234,0.018129949384286234
filing,0.018108861099179457,0.018108861099179457
individually,0.018047927647273733,0.018047927647273733
retaliatory,0.018041799100038874,0.018041799100038874
purchases,0.018039887756266172,0.018039887756266172
enacted,0.01803336031916207,0.01803336031916207
provided,0.017995534064238906,0.017995534064238906
ultimately,0.017977095761669826,0.017977095761669826
future performance,0.017950160766423567,0.017950160766423567
results subject,0.01792648611928518,0.01792648611928518
countries,0.017925174169530243,0.017925174169530243
technology infrastructure,0.017917881660097945,0.017917881660097945
directly indirectly,0.017891358204296718,0.017891358204296718
increasing,0.017856992588223132,0.017856992588223132
24,0.017828035688089144,0.017828035688089144
framework,0.017793323517118643,0.017793323517118643
income tax,0.017736312841188446,0.017736312841188446
adverse,0.01768321624331689,0.01768321624331689
stockholder value,0.017671783864057985,0.017671783864057985
firm,0.017610085306215714,0.017610085306215714
decision,0.017595216050785432,0.017595216050785432
court,0.01755712037475491,0.01755712037475491
past,0.01753621963063738,0.01753621963063738
voting agreement,0.017517161554077922,0.017517161554077922
compensation,0.017388476824608562,0.017388476824608562
cases,0.017311967246715933,0.017311967246715933
operations changes,0.01728100792168789,0.01728100792168789
currency fluctuations,0.017266485381527533,0.017266485381527533
litigation,0.017190801593435688,0.017190801593435688
grow,0.017150067853199915,0.017150067853199915
foreign exchange,0.017140582906557678,0.017140582906557678
applicable,0.01712763121590894,0.01712763121590894
additional,0.017090967057050165,0.017090967057050165
denominated,0.017081018131419202,0.017081018131419202
geopolitical conditions,0.017044897172270704,0.017044897172270704
growth prospects,0.017030522021194327,0.017030522021194327
tools,0.016955847091756758,0.016955847091756758
merchant,0.01692986588811299,0.01692986588811299
business continuity,0.016908323416359783,0.016908323416359783
relationship,0.016898669220320385,0.016898669220320385
benefit,0.016898165203371663,0.016898165203371663
expect,0.016876368725732102,0.016876368725732102
marketing,0.016868943158100384,0.016868943158100384
cause trading,0.016831752602881084,0.016831752602881084
june,0.01677707010045478,0.01677707010045478
combined company,0.01667564137255993,0.01667564137255993
acts,0.016650937155326905,0.016650937155326905
domain,0.016584352365590596,0.016584352365590596
agents,0.016569975977170377,0.016569975977170377
aggregate,0.016554256469162327,0.016554256469162327
corporate governance,0.016550860780675893,0.016550860780675893
operations addition,0.01654880023690875,0.01654880023690875
64 64,0.01653522225359695,0.01653522225359695
store,0.016506188663113628,0.016506188663113628
interactive,0.016503099446030223,0.016503099446030223
75 75,0.016480731842746746,0.016480731842746746
adoption,0.016479229869440528,0.016479229869440528
interpretation,0.016435831189673716,0.016435831189673716
advantage,0.016434471340272996,0.016434471340272996
consequences including,0.016386021040624085,0.016386021040624085
financial performance,0.016361204296645355,0.016361204296645355
operational,0.01628864436047027,0.01628864436047027
users,0.01620988654956848,0.01620988654956848
cause,0.016180055833551067,0.016180055833551067
forward,0.016144313829453177,0.016144313829453177
industry including,0.01608396384934158,0.01608396384934158
ended,0.016072194829163743,0.016072194829163743
build,0.016037775634063778,0.016037775634063778
multi,0.016020391664602212,0.016020391664602212
basis,0.016015736055252743,0.016015736055252743
adversely affecting,0.01601453605117784,0.01601453605117784
practice,0.016013486692488917,0.016013486692488917
channel,0.015976683379176546,0.015976683379176546
remediation,0.015970192499302024,0.015970192499302024
personal information,0.015969222881762567,0.015969222881762567
rise,0.015964619129307564,0.015964619129307564
permitted,0.015953605282836077,0.015953605282836077
effect financial,0.015937322654202873,0.015937322654202873
borrowings,0.015916744230972175,0.015916744230972175
offering,0.01590902468352373,0.01590902468352373
adverse effect,0.015891979894644345,0.015891979894644345
announcement,0.01588450576349107,0.01588450576349107
products subscriptions,0.01587130038007333,0.01587130038007333
production,0.0158096905519665,0.0158096905519665
favorable terms,0.015783874624174358,0.015783874624174358
ii item,0.015781081134453333,0.015781081134453333
adverse impact,0.0157651857092328,0.0157651857092328
run,0.015752426701240285,0.015752426701240285
materials components,0.015739890242415438,0.015739890242415438
employment,0.015707730029178916,0.015707730029178916
vary,0.015706305559847783,0.015706305559847783
contents table,0.01566333236148293,0.01566333236148293
export regulations,0.015635905654066,0.015635905654066
offerings,0.0156096938012197,0.0156096938012197
27,0.015589138052419349,0.015589138052419349
instruments,0.015588390663675105,0.015588390663675105
larger,0.015583115732303084,0.015583115732303084
participants,0.01558177905332881,0.01558177905332881
costs related,0.015580803929169978,0.015580803929169978
management,0.015566654156939181,0.015566654156939181
adjustments,0.015526448184512423,0.015526448184512423
reported,0.015515063154061481,0.015515063154061481
appeal,0.01544424818473293,0.01544424818473293
guarantees,0.015431228182791433,0.015431228182791433
determinations,0.015373415521005815,0.015373415521005815
legal challenges,0.015373135960843767,0.015373135960843767
contemplated,0.015336965087126902,0.015336965087126902
addition ability,0.015335600811907485,0.015335600811907485
stockholder,0.01532255782104547,0.01532255782104547
reach,0.015295224364716859,0.015295224364716859
negatively affected,0.01529086605282631,0.01529086605282631
transitions,0.015286122096435659,0.015286122096435659
avoid,0.015249671982800033,0.015249671982800033
stores,0.015246179106935234,0.015246179106935234
42 42,0.01522654299569389,0.01522654299569389
description,0.015186930984497932,0.015186930984497932
continuity,0.015130385006914727,0.015130385006914727
volume,0.015050748759976995,0.015050748759976995
timely manner,0.01503796978710808,0.01503796978710808
party service,0.015009368255320005,0.015009368255320005
item 1a,0.015001043843020544,0.015001043843020544
downturns,0.01497089277484522,0.01497089277484522
process,0.014958783682559245,0.014958783682559245
material weaknesses,0.014942594358891817,0.014942594358891817
73,0.014846861308816885,0.014846861308816885
imposes,0.014820952329248582,0.014820952329248582
64,0.014817373859001896,0.014817373859001896
upgrades,0.014809743567899656,0.014809743567899656
fdic,0.014768270839293603,0.014768270839293603
channel partners,0.014762934792708982,0.014762934792708982
protection,0.014735455925579665,0.014735455925579665
european commission,0.014714520893594962,0.014714520893594962
newly,0.014650900931801679,0.014650900931801679
maintain profitability,0.014645446969922834,0.014645446969922834
line,0.014639409277301403,0.014639409277301403
authority,0.014620376633692766,0.014620376633692766
disrupted,0.014584695561642907,0.014584695561642907
president chief,0.014579318036193181,0.014579318036193181
class,0.014553595496133189,0.014553595496133189
human,0.014538090039725407,0.014538090039725407
ship,0.014519630076586132,0.014519630076586132
discounts,0.014496234157728565,0.014496234157728565
relies,0.014428894240582343,0.014428894240582343
depending,0.014409221436842114,0.014409221436842114
extensive,0.014393732491518318,0.014393732491518318
implemented,0.014350371396643913,0.014350371396643913
factors including,0.014335429028055081,0.014335429028055081
holders,0.014335116675205841,0.014335116675205841
inventories,0.014333550900573939,0.014333550900573939
vendors customers,0.014312772666542966,0.014312772666542966
measures,0.01429025051437208,0.01429025051437208
sales,0.014259780844542234,0.014259780844542234
exit,0.014212400037181718,0.014212400037181718
eea,0.014189213925526103,0.014189213925526103
specified,0.01417930548791581,0.01417930548791581
ended june,0.014167194096416182,0.014167194096416182
stop,0.01415512141846238,0.01415512141846238
security measures,0.014142730880793219,0.014142730880793219
distributions,0.014105001914862862,0.014105001914862862
secure,0.014097816077793595,0.014097816077793595
addressing,0.01409325607701091,0.01409325607701091
limiting,0.014038667639212066,0.014038667639212066
21,0.014037233721332735,0.014037233721332735
currency,0.014005927648340683,0.014005927648340683
scheduled,0.013966712621309078,0.013966712621309078
cash available,0.013963073384404463,0.013963073384404463
does,0.013961641484175318,0.013961641484175318
charges,0.01393993543315276,0.01393993543315276
electronic,0.013936370672241996,0.013936370672241996
quality,0.013912508848194293,0.013912508848194293
48,0.013866181737945495,0.013866181737945495
customers suppliers,0.013865820922713889,0.013865820922713889
alter,0.01383959201768047,0.01383959201768047
adoption new,0.013835845423994018,0.013835845423994018
business operating,0.013796099323676323,0.013796099323676323
service providers,0.013783682295930078,0.013783682295930078
commitments contingencies,0.01375441736578748,0.01375441736578748
gains losses,0.013752493599550145,0.013752493599550145
expressed,0.013740302730720595,0.013740302730720595
impairments,0.013739053452230515,0.013739053452230515
presently known,0.013724665502916445,0.013724665502916445
ability pay,0.013714392052737336,0.013714392052737336
infrastructure including,0.013708807076690097,0.013708807076690097
retail,0.013692524226557755,0.013692524226557755
comprehensive income,0.013691765719707436,0.013691765719707436
arrangement,0.01366274555063085,0.01366274555063085
remedies,0.013641839349137461,0.013641839349137461
party vendors,0.013601078922034528,0.013601078922034528
disclosure,0.013586172759318867,0.013586172759318867
agent,0.013576534103143452,0.013576534103143452
entertainment,0.013574432417665865,0.013574432417665865
utility,0.01357105173839994,0.01357105173839994
integration,0.013550512500293883,0.013550512500293883
major,0.013529479731871238,0.013529479731871238
adverse consequences,0.01352857879605279,0.01352857879605279
expense,0.013525483003411378,0.013525483003411378
activity,0.013500056653124209,0.013500056653124209
especially,0.01346962517608838,0.01346962517608838
provisions,0.013463941250549375,0.013463941250549375
cause market,0.01344065637931398,0.01344065637931398
controls,0.013439748475155071,0.013439748475155071
common,0.013425930520259295,0.013425930520259295
generate revenue,0.013340376051740599,0.013340376051740599
materialize,0.013336378288149228,0.013336378288149228
data protection,0.013303292058964102,0.013303292058964102
arrangements,0.013289297763343257,0.013289297763343257
successful,0.013272847889208586,0.013272847889208586
regulations,0.01317456985057172,0.01317456985057172
71,0.013174326153699487,0.013174326153699487
operating,0.013158408376260297,0.013158408376260297
controlled,0.013125214185557994,0.013125214185557994
pose,0.013113481152457258,0.013113481152457258
program,0.013088822653523038,0.013088822653523038
unsecured,0.013078389078321621,0.013078389078321621
presence,0.01306758022809571,0.01306758022809571
securities litigation,0.013043477272801267,0.013043477272801267
operating results,0.013038727482496883,0.013038727482496883
depends,0.013029708847744226,0.013029708847744226
negatively impact,0.01300512461233518,0.01300512461233518
schedules,0.012986135365015583,0.012986135365015583
legislative regulatory,0.012982052128306247,0.012982052128306247
modifications,0.012957306423193187,0.012957306423193187
customers operate,0.012938251976674267,0.012938251976674267
values,0.012912428550602595,0.012912428550602595
increase,0.012852663991336851,0.012852663991336851
cost structure,0.012849974302415254,0.012849974302415254
security data,0.012838936089008863,0.012838936089008863
2002,0.01280523415466242,0.01280523415466242
subsequently,0.01278021086907943,0.01278021086907943
post,0.012737134541398359,0.012737134541398359
influenced,0.012699730025294462,0.012699730025294462
certain aspects,0.01269386987006202,0.01269386987006202
russia,0.012692756472206404,0.012692756472206404
safety,0.012672111699271087,0.012672111699271087
executed,0.012661420672114279,0.012661420672114279
application,0.012648757800099867,0.012648757800099867
note,0.012599654402305791,0.012599654402305791
contingencies,0.012580438740531276,0.012580438740531276
waived,0.01257122980771433,0.01257122980771433
expiration,0.012555881052058154,0.012555881052058154
parts,0.012554470247056323,0.012554470247056323
existing,0.012552883708222294,0.012552883708222294
timely basis,0.01255083997305151,0.01255083997305151
unknown,0.012523301809840917,0.012523301809840917
regulatory,0.012519741047303733,0.012519741047303733
months,0.012516115156263967,0.012516115156263967
raw,0.012502418029701767,0.012502418029701767
dividends distributions,0.012502189063561904,0.012502189063561904
significantly impact,0.012489098654223122,0.012489098654223122
comprehensive,0.012486884810080789,0.012486884810080789
influence,0.012455316220912149,0.012455316220912149
equipment,0.01245426299794598,0.01245426299794598
planning,0.012441124075812344,0.012441124075812344
service obligations,0.012415473318477512,0.012415473318477512
impairment charges,0.012397699815061313,0.012397699815061313
enter new,0.012392244248122982,0.012392244248122982
regulatory changes,0.01237240096310309,0.01237240096310309
72 72,0.01234925757404363,0.01234925757404363
request,0.01232585629915988,0.01232585629915988
regulatory environment,0.012323600093774768,0.012323600093774768
phase,0.012316366093163314,0.012316366093163314
public company,0.012297176986281319,0.012297176986281319
proprietary,0.012257587725326853,0.012257587725326853
regardless,0.01225000449112965,0.01225000449112965
measures taken,0.012249247820429857,0.012249247820429857
unaudited,0.012227044482629661,0.012227044482629661
costly,0.012220851801421477,0.012220851801421477
platforms products,0.012220258066025665,0.012220258066025665
44,0.012179087971618218,0.012179087971618218
despite,0.012159157370882044,0.012159157370882044
year,0.01214898927860129,0.01214898927860129
customer demand,0.012140711555713269,0.012140711555713269
include limited,0.012121882844014052,0.012121882844014052
integrity,0.012109431091919209,0.012109431091919209
including respect,0.012093998005608007,0.012093998005608007
issuance,0.012088217178651708,0.012088217178651708
foreign currency,0.012076286787735422,0.012076286787735422
payments,0.012070858846516696,0.012070858846516696
operational financial,0.012052642049672284,0.012052642049672284
determination,0.012051363342147247,0.012051363342147247
governmental investigations,0.012051190615799675,0.012051190615799675
holding,0.012046504269024398,0.012046504269024398
flow,0.012011852962157918,0.012011852962157918
customers adversely,0.012004814170359559,0.012004814170359559
dollars,0.012001615891074032,0.012001615891074032
successfully,0.01199341655133728,0.01199341655133728
ownership change,0.01197289481081993,0.01197289481081993
ensure,0.011964811866909123,0.011964811866909123
expected,0.011924223083187196,0.011924223083187196
acceptable,0.011892657238815043,0.011892657238815043
senior management,0.011865574421587102,0.011865574421587102
60,0.011842441409146112,0.011842441409146112
69,0.011840834085317449,0.011840834085317449
modified,0.011831236197850144,0.011831236197850144
qualified,0.011824073338749972,0.011824073338749972
perceived,0.011810081172189927,0.011810081172189927
carrying value,0.011799234033000521,0.011799234033000521
revenue,0.011755776394727163,0.011755776394727163
sold,0.011747535237954992,0.011747535237954992
expand,0.01174130283529108,0.01174130283529108
additional expenses,0.011723883446255379,0.011723883446255379
actions litigation,0.011706252435410474,0.011706252435410474
preferred stock,0.011691753559659868,0.011691753559659868
legal,0.011689370136180844,0.011689370136180844
president,0.011678581028940113,0.011678581028940113
enforceability,0.011678411056509849,0.011678411056509849
fulfillment,0.011664454676014733,0.011664454676014733
counter,0.01165230053110557,0.01165230053110557
consider,0.011626781102347973,0.011626781102347973
involving,0.011619993273899789,0.011619993273899789
impacted future,0.01161784523137301,0.01161784523137301
liability,0.011575201558150469,0.011575201558150469
severity,0.011559871452887106,0.011559871452887106
previous,0.011545283841672888,0.011545283841672888
result delay,0.011544872778614242,0.011544872778614242
institution,0.011518133024257792,0.011518133024257792
compliance risks,0.011505680434727444,0.011505680434727444
transparency,0.011468953957573615,0.011468953957573615
offices,0.011461776851353868,0.011461776851353868
employees customers,0.011453143769986789,0.011453143769986789
corporation,0.011435458929280183,0.011435458929280183
called,0.011430838106860595,0.011430838106860595
cost effective,0.011426576151817459,0.011426576151817459
risks related,0.011359568744415127,0.011359568744415127
